key,en,zh-TW
flows.actions.spreadsheetClearRow,Clear Row,清除行
flows.actions.typing,Typing,打字
flows.actions.sequenceActions,Sequence Actions,序列操作
flows.actions.subscribeSequence,Subscribe Sequence,訂閱序列
flows.actions.unsubscribeSequence,Unsubscribe Sequence,退訂序列
flows.actions.splitTraffic,Split Traffic,拆分流量
flows.actions.aiEditImage,AI Edit Image,人工智慧編輯影像
flows.actions.whatsappFlow,WhatsApp Flow,WhatsApp流程
flows.splitTraffic.balanceHint,The total sum must equal 100%.,總和必須等於 100%。
flows.splitTraffic.addVariation,New Variation,新變體
flows.condition.addCase,Check New Condition,檢查新狀況
flows.condition.caseTitle,Case {index},案例 {index}
flows.condition.otherwise,The user doesn't match these conditions,使用者不符合這些條件
flows.whatsappOptionList.buttonLabel,Button Label,按鈕標籤
flows.whatsappOptionList.optionTitle,Title,標題
flows.whatsappOptionList.optionDescription,Description,說明
flows.whatsappOptionList.addOption,Add New,新增新
flows.whatsappOptionList.editButtonTitle,Edit Button,編輯按鈕
flows.whatsappOptionList.editOptionTitle,Edit Option,編輯選項
flows.whatsappFlow.buttonLabel,Button Label,按鈕標籤
flows.whatsappFlow.editDialogTitle,Edit WhatsApp Flow,編輯 WhatsApp 流程
flows.whatsappFlow.selectFlow,WhatsApp Flow,WhatsApp流程
flows.whatsappFlow.selectFlowPlaceholder,Select a flow,選擇流
flows.whatsappFlow.startScreen,Start Screen,開始畫面
flows.whatsappFlow.selectScreenPlaceholder,Select a screen,選擇一個螢幕
flows.whatsappFlow.fieldMappings,Save Response to Custom Fields,將回應儲存到自訂欄位
flows.whatsappFlow.paramKey,Parameter,參數
flows.whatsappFlow.customField,Custom Field,自訂欄位
flows.whatsappFlow.selectCustomFieldPlaceholder,Select custom field,選擇自訂欄位
flows.whatsappFlow.addMapping,Add Mapping,新增對應
flows.whatsappFlow.addCustomField,Add New,新增新
flows.sendCarousel.addSlide,Add slide,新增幻燈片
flows.sendCarousel.removeSlide,Remove slide,移除幻燈片
flows.sendCarousel.whatsappLinkButtonIgnored,"On WhatsApp, this card's link won't work: a card with a link button cannot have other buttons. It will be sent as a reply instead.",在WhatsApp上，此卡片的連結不起作用：帶有連結按鈕的卡片不能有其他按鈕。它將作為回復傳送。
flows.additionalSteps,Additional steps,附加步驟
flows.delayType.datetimeCustomField,Date & Time Custom Field,日期和時間自訂欄位
flows.delayType.datetimeCustomFieldValue,{customField},{customField}
flows.delayType.duration,Duration,持續時間
flows.delayType.durationValue,{duration},{duration}
flows.delayType.date,Date,日期
flows.delayType.specificDate,Specific Date,具體日期
flows.delayType.specificDateValue,{date},{date}
flows.delayType.random,Random,隨機
flows.formatTimezone.timezone,Account Timezone,帳戶時區
flows.formatTimezone.contactTimezone,Contact Timezone,聯絡人時區
flows.fields.selectTemplatePlaceholder,Choose a WhatsApp template,選擇 WhatsApp 訊息範本
flows.fields.selectMessengerTemplatePlaceholder,Choose a Messenger template,選擇 Messenger 訊息範本
flows.fields.preview,Preview,預覽
flows.fields.typingSecondsLabel,Typing for (seconds),鍵入（秒）
flows.fields.lookupColumnsLabel,Lookup Columns:,尋找列：
flows.fields.filterModeAnd,AND,和
flows.fields.filterModeOr,OR,或
flows.operators.append,Append to the end,追加到末尾
flows.operators.prepend,Prepend to the start,加入到開頭
flows.operators.set,Set to,設定為
flows.wait.datetimeTooltip,The date and time when the flow will be triggered.,觸發流程的日期和時間。
flows.wait.setInterval,Set Interval,設定間隔
flows.wait.delayTypeLabel,This is a,這是一個
flows.wait.fixed,Fixed,已修復
flows.wait.randomized,Randomized,隨機
flows.wait.delay,delay,延遲
flows.wait.durationDetailPrefix,Wait,等等
flows.wait.dateDetailPrefix,Wait until,等到
flows.wait.customFieldDetailPrefix,Wait until,等到
flows.wait.randomDetailPrefix,Wait between,等待
flows.wait.randomDetailAnd,and,和
flows.wait.intervalDetailPrefix,Active between,活躍時間
flows.wait.offsetAdd,+,+
flows.wait.offsetSubtract,-,-
flows.wait.durationLabel,Duration,持續時間
flows.wait.activeHours,Active hours,活躍時間
flows.wait.dateTypeLabel,Date type,日期類型
flows.wait.datetimeLabel,Date & Time,日期和時間
flows.wait.customFieldLabel,Custom field,自訂欄位
flows.wait.offset,Add offset,新增偏移量
flows.wait.offsetLabel,Offset,偏移量
flows.wait.randomRangeLabel,Random range,隨機範圍
flows.wait.minLabel,Min,最小值
flows.wait.maxLabel,Max,最大
flows.wait.unitLabel,Unit,單位
flows.wait.specific,Specific,具體
flows.wait.dynamic,Dynamic,動態
flows.wait.selectTimePlaceholder,Select a time,選擇時間
flows.followUp.durationLabel,Duration,持續時間
flows.followUp.waitAndContinue,Wait <value>{duration} {unit}</value> and continue,等待<value>{duration}{unit}</value>並繼續
flows.followUp.cancelOnReplyHint,The follow-up won't be sent if the contact replies before the time expires.,如果聯絡人在時間到期之前回覆，則不會傳送後續訊息。
flows.setCustomField.temporalHint,Leave it empty to save the current date/time.,將其留空以儲存目前日期/時間。
folders.heading.title,Folders,資料夾
gemini.autoReply.description,Enable AI auto reply to respond to users naturally with AI powered by your business data.,啟用人工智慧自動回覆，透過您的業務資料支援的人工智慧自然地回復使用者。
gemini.autoReply.label,AI Auto Reply,人工智慧自動回覆
gemini.connect.description,Respond to users naturally with AI powered by your business data.,利用由您的業務資料提供支援的 AI 自然地回應使用者。
gemini.connect.label,Google Gemini,Google Gemini
gemini.title,Google Gemini,Google Gemini
general.title,General,常規
facebookAds.title,Facebook Ads,Facebook 廣告
facebookAds.setting.label,Facebook Ads,Facebook 廣告
facebookAds.setting.description,Grow your business faster by connecting your Facebook Ads to your chatbot. Create custom audiences and add/remove people to custom audiences.,將 Facebook 廣告連接到聊天機器人，以更快速拓展業務。可建立自訂受眾，並新增或移除受眾成員。
facebookAds.setting.reconnect,Reconnect,重新連接
facebookAds.fields.subscriberShouldBe,Subscriber should be,訂閱者應該是
facebookAds.fields.addedToCustomAudience,Added to Custom Audience,新增至自訂受眾
facebookAds.fields.removedFromCustomAudience,Removed from Custom Audience,從自訂受眾中刪除
facebookAds.fields.adAccount,Ad Account,廣告帳戶
facebookAds.fields.customAudience,Custom Audience,自訂受眾
facebookAds.fields.nothingSelected,Nothing selected,未選擇任何內容
facebookAds.adAccounts.loading,Loading ad accounts...,正在載入廣告帳號...
facebookAds.adAccounts.error,Failed to load ad accounts. Please check your Facebook Ads connection.,載入廣告帳號失敗。請檢查您的Facebook廣告連結。
facebookAds.customAudiences.loading,Loading custom audiences...,正在載入自訂受眾...
facebookAds.customAudiences.error,Failed to load custom audiences. Please check your Facebook Ads connection.,無法載入自訂受眾。請檢查您的Facebook廣告連結。
facebookAds.errors.invalidAppSettings,Facebook App settings are not valid,Facebook 應用程式設定無效
googleSheets.setting.label,Google Sheets,Google工作表
googleSheets.setting.description,Google Sheets integration configuration,Google 試算表整合設定
googleSheets.header,Column Header,列標題
googleSheets.title,Google Sheets,Google工作表
activeCampaign.title,ActiveCampaign,ActiveCampaign
activeCampaign.setting.label,ActiveCampaign,ActiveCampaign
activeCampaign.setting.description,This integration lets you save customers contacts from your bot to ActiveCampaign.,此整合可讓您將機器人中的客戶聯絡人儲存到 ActiveCampaign。
activeCampaign.dialog.description,Enter the API URL and API Key from your ActiveCampaign account settings.,輸入 ActiveCampaign 帳戶設定中的 API URL 和 API 金鑰。
activeCampaign.fields.apiUrl,API URL,APIURL
activeCampaign.fields.apiUrlPlaceholder,https://youraccount.api-us1.com,https://youraccount.api-us1.com
activeCampaign.fields.apiKey,API Key,API金鑰
activeCampaign.fields.operation,Operation,操作
activeCampaign.fields.emailField,Email Field,電子郵件欄位
activeCampaign.fields.emailTooltip,Contact field containing the email used to identify the ActiveCampaign contact.,包含電子郵件的聯絡人欄位，用來識別 ActiveCampaign 中的聯絡人。
activeCampaign.fields.phoneField,Phone field,電話欄位
activeCampaign.fields.phone,Phone,電話
activeCampaign.fields.list,List,清單
activeCampaign.fields.lists,Lists,清單
activeCampaign.fields.tags,Tags,標籤
activeCampaign.fields.automation,Automation,自動化
activeCampaign.fields.customFields,Custom Fields in ActiveCampaign,自訂欄位
activeCampaign.fields.optional,Optional,可選
activeCampaign.fields.nothingSelected,Nothing selected,未選擇任何內容
activeCampaign.fields.emptyField,---,---
activeCampaign.fields.addCustomField,Add custom field,新增自訂欄位
activeCampaign.operations.createOrUpdateContact,Create or Update Contact,建立或更新聯絡人
activeCampaign.operations.addContactToAutomation,Add Contact to Automation,將聯絡人加入自動化
activeCampaign.lists.loading,Loading ActiveCampaign lists...,正在載入 ActiveCampaign 清單...
activeCampaign.lists.error,Failed to load ActiveCampaign lists. Check that the integration is connected.,無法載入 ActiveCampaign 清單。檢查整合是否已連接。
activeCampaign.lists.empty,No ActiveCampaign lists found.,找不到 ActiveCampaign 清單。
activeCampaign.automations.loading,Loading ActiveCampaign automations...,正在載入 ActiveCampaign 自動化...
activeCampaign.automations.error,Failed to load ActiveCampaign automations. Check that the integration is connected.,無法載入 ActiveCampaign 自動化。檢查整合是否已連接。
activeCampaign.automations.empty,No ActiveCampaign automations found.,找不到 ActiveCampaign 自動化。
activeCampaign.tags.loading,Loading ActiveCampaign tags...,正在載入 ActiveCampaign 標籤...
activeCampaign.tags.error,Failed to load ActiveCampaign tags. Check that the integration is connected.,無法載入 ActiveCampaign 標籤。檢查整合是否已連接。
activeCampaign.tags.empty,No ActiveCampaign tags found.,找不到 ActiveCampaign 標籤。
activeCampaign.customFields.loading,Loading ActiveCampaign custom fields...,正在載入 ActiveCampaign 自訂欄位...
activeCampaign.customFields.error,Failed to load ActiveCampaign custom fields. Check that the integration is connected.,無法載入 ActiveCampaign 自訂欄位。檢查整合是否已連接。
activeCampaign.customFields.empty,No ActiveCampaign custom fields found.,找不到 ActiveCampaign 自訂欄位。
activeCampaign.errors.invalidCredentials,Invalid ActiveCampaign API URL or API Key. Please check your credentials and try again.,ActiveCampaign API URL 或 API 金鑰無效。請檢查您的憑證並重試。
getResponse.title,GetResponse,取得回應
getResponse.setting.label,GetResponse,取得回應
getResponse.setting.description,This integration lets you save customers contacts from your bot to GetResponse.,此整合可讓您將機器人中的客戶聯絡人儲存到 GetResponse。
getResponse.fields.apiKey,API Key,API金鑰
getResponse.fields.list,List,清單
getResponse.fields.listPlaceholder,Select a list,選擇一個清單
getResponse.fields.email,Email Field,電子郵件欄位
getResponse.fields.emailPlaceholder,Select an email field,選擇電子郵件欄位
getResponse.fields.emailTooltip,Contact field that contains the email to identify contacts in GetResponse.,包含電子郵件的聯絡人欄位，用來識別 GetResponse 中的聯絡人。
getResponse.fields.tags,Tags,標籤
getResponse.fields.tagsPlaceholder,Select tags,選擇標籤
getResponse.fields.dayOfCycle,Day of Autoresponder Cycle,自動回覆週期日
getResponse.fields.dayOfCyclePlaceholder,0,0
getResponse.fields.dayOfCycleTooltip,Move a contact to a specific day in your autoresponder cycle. Enter 0 to start at day 0.,將聯絡人移動到自動回覆循環中的指定天數。輸入 0 代表從第 0 天開始。
getResponse.fields.optional,Optional,可選
getResponse.campaigns.loading,Loading GetResponse lists...,正在載入 GetResponse 清單...
getResponse.campaigns.error,Failed to load GetResponse lists. Check that the integration is connected.,無法載入 GetResponse 清單。檢查整合是否已連接。
getResponse.campaigns.empty,No GetResponse lists found.,找不到 GetResponse 清單。
getResponse.campaigns.limited,Only the first page of GetResponse lists is shown.,僅顯示 GetResponse 清單的第一頁。
getResponse.tags.loading,Loading GetResponse tags...,正在載入 GetResponse 標籤...
getResponse.tags.error,Failed to load GetResponse tags. Check that the integration is connected.,無法載入 GetResponse 標籤。檢查整合是否已連接。
getResponse.tags.empty,No GetResponse tags found.,找不到 GetResponse 標籤。
